ACC_ID,LONGITUDE,LATITUDE,CRASH_DATE,CRASH_TIME,ACCIDENT_TYPE,SEVERITY,EVENT_NATURE,EVENT_TYPE,TOTAL_BIKE_INVOLVED,TOTAL_TRUCK_INVOLVED,TOTAL_HEAVY_TRUCK_INVOLVED,TOTAL_MOTOR_CYCLE_INVOLVED,TOTAL_OTHER_VEHICLES_INVOLVED,TOTAL_PEDESTRIANS_INVOLVED,REGION
10325991,115.93571899999999,-32.013742,2017,1510.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10325998,115.860487,-31.947221000000003,2017,2337.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,2,Metro
10326112,115.745429,-32.052509,2017,1542.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10326255,115.89901,-31.962531,2017,835.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10326337,115.75001699999999,-32.055738,2017,1008.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10326356,115.827467,-31.889,2017,14.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10326416,115.84886100000001,-32.046131,2017,1951.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,2,Metro
10326437,115.84688600000001,-31.88073,2017,1201.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10326486,116.005902,-31.890453000000004,2017,1651.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10326791,115.93274299999999,-31.945422999999998,2018,1907.0,Midblock,Medical,Non Collision,,0,0,0,0,1,1,Metro
10326811,115.96360700000001,-31.784266,2018,1800.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,2,Metro
10326829,115.757589,-31.894371999999997,2018,2035.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10326846,115.760953,-31.797421999999997,2018,1726.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,2,Metro
10326875,116.000979,-31.985803000000004,2018,1015.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10327051,115.94471399999999,-31.875252000000003,2018,825.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10327330,114.635777,-28.788764,2018,1950.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,2,1,Northern
10311294,115.860487,-31.947221000000003,2020,2120.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10311412,115.760525,-32.041443,2020,1259.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10321635,115.841476,-31.898815999999997,2016,840.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10322429,115.87108799999999,-31.936145,2016,1655.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10322557,115.892553,-31.839192999999998,2016,1205.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10322596,115.761205,-32.346981,2016,1145.0,Midblock,Hospital,Right Angle,,0,0,0,1,0,1,Metro
10322653,115.761277,-32.34734,2016,1645.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10322716,115.901499,-31.976384000000003,2016,900.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,1,2,1,Metro
10322907,115.766674,-31.769276,2016,1612.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10322921,115.76264499999999,-31.998269,2016,1107.0,Midblock,Hospital,Right Angle,Entering / Leaving Driveway,0,0,0,0,2,1,Metro
10322937,115.83844599999999,-31.942466999999997,2016,2245.0,Midblock,Hospital,Rear End,Involving Parking,0,0,0,0,1,1,Metro
10323094,115.83862099999999,-32.009968,2016,1610.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10323155,116.80706599999999,-20.743157,2016,1834.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Northern
10323373,115.918223,-31.972288,2016,600.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10323400,115.85459099999999,-31.835907000000002,2016,2014.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10323705,115.829252,-32.065862,2016,1730.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10324074,115.867354,-32.148563,2016,930.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10324260,121.488753,-30.7845,2016,1935.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,2,Northern
10324351,115.89563600000001,-31.968546000000003,2016,1745.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10324390,115.91925,-31.984916,2016,2259.0,Midblock,Hospital,Hit Object,,0,0,0,0,1,1,Metro
10324431,116.004764,-32.073941999999995,2016,1025.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10324480,115.79823999999999,-31.856782,2016,2210.0,Intersection,Medical,Right Turn Thru,,0,0,0,0,2,1,Metro
10324676,115.789571,-31.856696999999997,2017,900.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10324877,115.85654699999999,-31.945632,2017,2130.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10324959,115.932621,-31.965015,2017,1030.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10325156,115.82136100000001,-32.06561,2017,2100.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10325230,115.875593,-31.961090999999996,2017,1829.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10325397,115.76292600000001,-32.294527,2017,2025.0,Intersection,Medical,Right Turn Thru,,0,0,0,0,2,1,Metro
10325528,115.834112,-32.021547,2017,941.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10325540,115.890924,-31.887527000000002,2017,1220.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10325705,115.848451,-31.950781,2017,1300.0,Intersection,Hospital,Right Angle,,0,0,0,0,2,1,Metro
10140719,115.858747,-31.949978,2019,615.0,Intersection,PDO Major,Sideswipe Same Dirn,Involving Overtaking,0,0,0,0,2,1,Metro
10131494,115.86928,-31.939019000000002,2019,2106.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10131602,114.98528700000001,-29.897889000000003,2019,345.0,Midblock,Fatal,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Northern
10131817,121.472509,-30.747467999999998,2019,1030.0,Midblock,Fatal,Right Angle,,0,0,0,0,1,1,Northern
10131825,117.146679,-20.680254,2019,507.0,Midblock,Fatal,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Northern
10132777,115.820074,-31.956396,2019,850.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,0,1,Metro
10133037,115.96856299999999,-31.780251,2019,1530.0,Intersection,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10133090,115.84912,-31.867635999999997,2019,935.0,Midblock,PDO Minor,,Entering / Leaving Driveway,0,0,0,0,1,1,Metro
10133242,115.842128,-32.053984,2019,1710.0,Intersection,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10133393,115.79633999999999,-31.740589,2019,1020.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,1,0,0,1,1,Metro
10133434,115.92786399999999,-32.013475,2019,1913.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10133624,115.940233,-32.016284000000006,2019,1610.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10133751,115.81139099999999,-31.901821999999996,2019,1305.0,Intersection,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10134595,116.003178,-32.118359999999996,2019,1920.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10134607,116.00021100000001,-32.069993,2019,1537.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10134688,115.757815,-32.037913,2019,856.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,1,0,0,1,Metro
10134715,115.811095,-31.977825,2019,1734.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,2,Metro
10135424,115.845628,-31.939396000000002,2019,1520.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10135437,115.87852,-31.859571999999996,2019,853.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,1,0,0,0,1,Metro
10135765,115.86741,-31.941995000000002,2019,2350.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10138050,115.7243,-32.524703,2019,1415.0,Intersection,PDO Major,Right Angle,,0,0,0,0,2,1,Metro
10138659,116.019625,-31.898821,2019,1410.0,Intersection,PDO Minor,Right Angle,,0,0,0,0,1,1,Metro
10209120,115.77721399999999,-31.955505,2020,800.0,Midblock,PDO Minor,Rear End,Involving Parking,1,0,1,0,0,1,Metro
10209140,115.96699199999999,-31.899378000000002,2020,1245.0,Midblock,Hospital,Sideswipe Same Dirn,Involving Parking,1,0,0,0,1,2,Metro
10209168,115.86133500000001,-31.999538,2020,1817.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,0,1,Metro
10209501,115.89958600000001,-31.899396999999997,2020,1300.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10209507,115.883475,-31.889611,2020,829.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,2,Metro
10209565,115.69241299999999,-31.630546000000002,2020,1515.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10209599,115.755977,-32.080016,2020,2110.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,2,Metro
10209620,115.864033,-31.920984000000004,2020,1520.0,Midblock,PDO Major,Sideswipe Same Dirn,Involving Overtaking,0,0,0,0,2,1,Metro
10219549,115.935617,-32.019108,2020,930.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10219651,114.62485500000001,-28.785444000000002,2020,1419.0,Midblock,Hospital,Right Angle,,0,0,0,0,1,2,Northern
10219839,115.768149,-31.898532,2020,1122.0,Midblock,Medical,Hit Pedestrian,Involving Parking,0,0,0,0,1,1,Metro
10219887,115.948326,-31.958712,2020,2220.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10199904,115.94384299999999,-32.075477,2020,1145.0,Intersection,Hospital,Right Turn Thru,,0,0,1,0,3,1,Metro
10200048,115.877605,-31.985462,2020,1710.0,Intersection,Medical,Right Turn Thru,,1,0,0,0,1,1,Metro
10200227,122.225576,-17.963612,2020,1145.0,Midblock,Medical,Rear End,,0,1,0,1,0,1,Northern
10210096,115.75931299999999,-32.335285999999996,2020,1500.0,Intersection,PDO Major,Right Angle,,0,0,0,0,2,2,Metro
10200430,115.80201399999999,-31.707988,2020,1530.0,Intersection,Medical,Right Angle,,1,0,0,0,1,1,Metro
10200680,115.782735,-32.113979,2020,1535.0,Midblock,PDO Major,Hit Object,Entering / Leaving Driveway,0,0,0,0,1,1,Metro
10200719,115.856098,-31.955564000000003,2020,900.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10200950,115.760802,-31.894371999999997,2020,1950.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,2,Metro
10225116,115.96336000000001,-31.866495,2020,1157.0,Intersection,Hospital,Hit Object,,0,0,0,0,1,1,Metro
10190806,115.92043100000001,-31.983916999999998,2020,830.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10191233,115.884851,-31.917131,2020,840.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10191300,115.842203,-32.065309,2020,1210.0,Intersection,PDO Major,Rear End,,0,0,0,0,2,1,Metro
10191411,115.821526,-31.833923,2020,750.0,Intersection,Medical,Rear End,,0,0,0,0,4,1,Metro
10201037,115.746975,-32.528304999999996,2020,1800.0,Intersection,PDO Minor,Right Angle,Involving Pedestrian,0,0,0,0,1,1,Metro
10201047,115.90531499999999,-32.013027,2020,2115.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10201089,115.900704,-32.010256,2020,2100.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10225423,115.925839,-31.867976000000002,2020,2030.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10225465,118.60301899999999,-20.417407,2020,1823.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Northern
10225645,115.85511299999999,-31.869659999999996,2020,1854.0,Midblock,Medical,Right Angle,Entering / Leaving Driveway,1,1,0,0,0,1,Metro
10225692,114.615311,-28.767141,2019,1530.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,0,1,Northern
10191574,115.848899,-31.829879,2020,1305.0,Midblock,PDO Major,Rear End,,0,0,0,0,1,1,Metro
10191648,115.82135600000001,-32.33228,2020,1730.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10191755,115.83813500000001,-31.855361,2020,1635.0,Intersection,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,3,Metro
10191900,115.86733400000001,-31.955028999999996,2020,1315.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10191981,115.865128,-32.145409,2020,1545.0,Midblock,PDO Major,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,2,Metro
10192405,116.16820600000001,-31.902089,2020,827.0,Intersection,PDO Minor,Non Collision,,0,0,1,0,0,1,Metro
10192487,115.83941499999999,-32.017348999999996,2020,1730.0,Intersection,Medical,Rear End,,0,0,0,0,2,1,Metro
10192615,115.813461,-31.975112,2020,1440.0,Midblock,PDO Major,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10221334,115.84334,-32.015999,2020,930.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10221567,116.147718,-34.250493,2020,1800.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Southern
10213430,115.76264099999999,-32.450728999999995,2020,2000.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,2,1,Metro
10193365,115.738929,-32.534566,2020,1610.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10213981,115.615292,-33.396863,2020,2028.0,Midblock,Hospital,Hit Pedestrian,Involving Overtaking,0,0,0,0,1,1,Southern
10214023,115.79199799999999,-32.093718,2020,1828.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10223082,114.611935,-28.777746,2020,917.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Northern
10223086,115.85899199999999,-31.946546,2020,2320.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10223098,115.83005700000001,-31.873738,2020,1430.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10204279,115.85211299999999,-31.85405,2020,2230.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10204287,114.62658700000001,-28.768836999999998,2020,1850.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Northern
10223395,115.74893700000001,-31.757507,2020,1100.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,3,Metro
10223719,115.880647,-31.910890000000002,2020,1630.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10205002,115.73825900000001,-32.284712,2020,830.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10205061,122.217598,-17.9632,2020,245.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,2,Northern
10195361,121.47731200000001,-30.746819,2020,2200.0,Midblock,PDO Minor,,,0,0,0,0,1,1,Northern
10195495,115.85683799999998,-31.87077,2020,825.0,Intersection,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10195570,115.754894,-32.071382,2020,825.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10195746,115.757403,-32.066774,2020,1330.0,Midblock,Hospital,Right Angle,Entering / Leaving Driveway,0,0,0,0,0,1,Metro
10195759,115.76090900000001,-31.999015999999997,2020,1140.0,Intersection,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10205569,115.755825,-32.073931,2020,1750.0,Intersection,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10205876,115.86186799999999,-31.945009999999996,2020,940.0,Midblock,Hospital,Hit Pedestrian,Involving Overtaking,0,0,0,0,1,1,Metro
10205924,115.85303799999998,-31.927554999999998,2020,15.0,Midblock,Hospital,,Entering / Leaving Driveway,0,0,0,0,1,1,Metro
10206009,115.81821200000002,-31.944127,2020,1635.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10206081,115.831926,-31.91477,2020,1706.0,Midblock,Hospital,Hit Pedestrian,Involving Parking,0,0,0,0,1,1,Metro
10206237,115.75696,-32.06188,2020,1710.0,Intersection,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10206409,115.88877600000001,-31.880654999999997,2020,1540.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10216177,115.877734,-32.161649,2020,1515.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10216719,116.031026,-32.008379999999995,2020,730.0,Midblock,PDO Minor,Hit Object,,1,0,0,1,0,1,Metro
10216733,115.833325,-32.108875,2020,1230.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,1,0,0,0,1,Metro
10196427,115.896771,-31.845533000000003,2020,815.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10196560,115.879051,-31.902646999999998,2020,1247.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10216865,117.84981100000002,-35.00101,2020,1400.0,Intersection,PDO Major,Right Angle,,0,0,0,0,2,1,Southern
10217110,115.752885,-32.06017,2020,900.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10217210,115.82343200000001,-31.94408,2020,1635.0,Midblock,Medical,Hit Pedestrian,Involving Parking,0,0,0,0,1,1,Metro
10217346,115.856495,-31.954689000000002,2020,15.0,Intersection,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10197198,115.85144299999999,-31.951759999999997,2020,2150.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10187811,115.873843,-32.113535999999996,2020,255.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10188261,115.62776000000001,-31.536958000000002,2020,1540.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Northern
10197936,116.30502299999999,-34.335069,2020,1220.0,Midblock,PDO Minor,Hit Object,Entering / Leaving Driveway,0,0,0,0,1,1,Southern
10207896,116.014183,-31.888726000000002,2020,1140.0,Intersection,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10208414,115.86652,-32.003675,2020,745.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10188420,115.832298,-31.897954,2020,2030.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10372833,115.93411299999998,-31.88311,2020,2000.0,Intersection,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10372973,115.74191299999998,-31.755739000000002,2020,1120.0,Intersection,Medical,Right Angle,,0,0,0,0,2,1,Metro
10373103,115.92314099999999,-32.132957,2020,1645.0,Intersection,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10373172,115.875276,-31.983446,2020,915.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10373270,115.91168700000001,-31.993017,2020,1915.0,Midblock,PDO Major,Rear End,Involving Pedestrian,0,0,0,0,1,1,Metro
10373521,115.762773,-31.719317999999998,2020,750.0,Intersection,PDO Major,Non Collision,,0,0,0,1,0,1,Metro
10373525,115.82628999999999,-31.973089,2020,1700.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10373537,115.76898899999999,-32.006786,2020,530.0,Midblock,PDO Major,,Involving Parking,0,0,0,0,1,1,Metro
10373681,116.009872,-31.864506,2020,745.0,Midblock,Medical,Rear End,,0,0,0,0,1,1,Metro
10373796,115.720561,-33.277896000000005,2020,1730.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Southern
10373970,115.868249,-32.137939,2020,825.0,Intersection,PDO Minor,Right Angle,,1,0,0,0,1,1,Metro
10374003,115.74148799999999,-32.536926,2020,1125.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10374111,115.640722,-32.596188,2020,1830.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,2,Metro
10374119,115.857238,-31.953057,2020,905.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10374373,115.985948,-32.006091,2020,1010.0,Midblock,PDO Major,Rear End,,0,2,0,0,0,1,Metro
10374705,115.34619199999999,-33.650733,2020,1545.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Southern
10374852,115.788077,-31.801831,2020,815.0,Intersection,PDO Major,Right Angle,,0,0,0,0,1,1,Metro
10375120,115.82438799999998,-31.846046,2020,1830.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10375423,115.917162,-31.999725,2020,1540.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10375717,115.896658,-31.932755,2020,100.0,Midblock,Hospital,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,2,Metro
10375743,115.946449,-31.932038000000002,2020,1450.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,2,Metro
10375878,115.940126,-31.933088,2020,1520.0,Midblock,Medical,Sideswipe Same Dirn,Involving Overtaking,0,0,1,0,1,1,Metro
10381241,115.753952,-32.082209000000006,2020,2030.0,Midblock,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10368122,115.63641899999999,-33.334313,2020,1505.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Southern
10381431,116.164978,-31.901740000000004,2020,1115.0,Midblock,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10381632,115.937498,-31.964782,2020,920.0,Intersection,Medical,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Metro
10368354,115.66679199999999,-33.337043,2020,1350.0,Intersection,PDO Minor,Hit Pedestrian,Involving Pedestrian,0,0,0,0,1,1,Southern
